firma,street,plz,city,country,country_code,local_number,long_number_flag
Herzlich Willkommen in Karlsruhe - Pension...,Wiesenstraße 22 ,76228,Karlsruhe,DE,49.0,72194530900,
Agentur 33,Mohnweg 7 ,19322,Wittenberge,DE,49.0,38775646960,
"Elektrotechnik, Elektronikentwicklung,...",Lindstedter Weg 7 ,39110,Magdeburg,DE,49.0,39173107660,
MT Siebdruck  Beschriftung für Industrie...,Am Leierbrunnen 6 ,97892,Kreuzwertheim,DE,49.0,934254450,
Alexander Ambron,Dippehäuser Str. 21a ,65366,Geisenheim,DE,49.0,672293777020,
Atelier-Carmen,Aßbruchweg 1 ,49152,Bad Essen,DE,49.0,54729586670,
Gejo | Home Gejo | Katalog Gejo | Katalog...,Rotterdamer Str. 20 ,46446,Emmerich am Rhein,DE,49.0,2822970670,
Warm & Kalt GmbH  Ihre Experten für...,Münchener Str. 18 ,28215,Bremen,DE,49.0,42049130060,
Party Service und Restaurant AL-Gebra,Amsterdamer Str. 2 ,47167,Duisburg,DE,49.0,20351855080,
Rechtsanwältin Martina Wolter,Löwenwall 6 ,38100,Braunschweig,DE,49.0,531401910,
Hier entsteht in Kürze unsere...,Im Mühlfeld 3 ,64521,Groß-Gerau,DE,49.0,61529268440,
NN,Tinkhöfe 29 ,45731,Waltrop,DE,49.0,230943480,
Laras Lifestyle,Kienbergstr. 16 ,12685,Berlin,DE,49.0,30233568740,
NN,Tannenstr. 9 ,35099,Burgwald,DE,49.0,645184400,
"Kanzlei Prinz, Neidhardt, Engelschall GbR",Tesdorpfstr. 16 ,20148,Hamburg,DE,49.0,4041320000,
Wilfried Hinnerichs,Vogelsang 25,19370,Parchim,DE,49.0,38712127730,
NN,Nobistor 29 ,22767,Hamburg,DE,49.0,40334428320,
HUK-COBURG Versicherung Ramona Sperling in Bernau,Schönerlinder Straße 42 ,16321,Bernau bei Berlin,DE,49.0,17386146020,
NN,Sommestr. 8 ,83026,Rosenheim,DE,49.0,8031412380,
NN,Waldstr. 2 ,84085,Langquaid,DE,49.0,945214720,
Palmen,Quellstr. 20 ,52538,Gangelt,DE,49.0,245493769000,
Rüdiger Weckerle,Bleicherstr. 10 ,78467,Konstanz,DE,49.0,753128442400,
NN,Tobrukstr. 1 ,82031,Grünwald,DE,49.0,8964960700,
Eberhard Bleich,Im Ried 7 ,59348,Lüdinghausen,DE,49.0,259141000,
STRATO - Domain reserved,Egerländerweg 19 ,95032,Hof,DE,49.0,9281791910,
Horst Peter Weirich,Pommernweg 10 ,29633,Munster,DE,49.0,50555901710,
Ralf Probst,Alte Poststr. 36b ,91257,Pegnitz,DE,49.0,92418092920,
NN,Roxheimer Str. 2 ,55595,Gutenberg,DE,49.0,670684980,
Dr. Ing. Günter Kretzschmar,Eichendorffstr. 120 ,90491,Nürnberg,DE,49.0,911598131120,
Lagerhalle Werkstatt,Schwabenäcker 60 ,74594,Kressberg,DE,49.0,7951234560,
Freude ist Leben Jürgen Jaumhnke,Haardtstr. 6 ,67256,Weisenheim am Sand,DE,49.0,16397669960,
Stellberg Computer Hard- und Software Vertriebs,Blindenaaf 36 ,51491,Overath,DE,49.0,220666440,
Frederick Meyer,Ringstr. 3 ,38550,Isenbüttel,DE,49.0,53746717020,
Willkommen - trust-fashion.de,Fleicherstr. 20 ,17489,Greifswald,DE,49.0,383477686350,
Kohl-Absauganlagen,Gotthold-Ege-Str. 20 ,71229,Leonberg,DE,49.0,71523585120,
Beyersdorff Motorsport,Humphry-Davy-Str. 49 ,27472,Cuxhaven,DE,49.0,4721745100,
Shpejtim Gashi,Böckinger Str. 130 ,74078,Heilbronn,DE,49.0,713139026450,
Winfried Hoffmann,Königsberger Str. 7 ,97980,Bad Mergentheim,DE,49.0,793132870,
Bruno Bollin,Poststr. 3 ,88690,Uhldingen-Mühlhofen,DE,49.0,755667270,
Ferienwohnung David,Sörnskamp 37 ,24235,Laboe,DE,49.0,434388470,
Sonnengold,Zur Hainbuche 2 ,35043,Marburg,DE,49.0,642414830,
Filmschnitt - Valerie Haaf-Seidel und...,Mergentheimer Str. 17 ,70372,Stuttgart,DE,49.0,711912765210,
Otto Rempp,Neugasse 30 ,68782,Brühl,DE,49.0,6202711440,
Waldemar Rauh,Elsterstr. 59 ,8626,Adorf Vogtl.,DE,49.0,3742326270,
Ari Brachter Software GbR,Bahnhofstr. 4 ,41747,Viersen,DE,49.0,2162140280,
Djadoo Restaurant Darmstadt,Viktoriaplatz 12 ,64293,Darmstadt,DE,49.0,615110163100,
Elfriede Dobbertin,Ahornstr. 34 ,29699,Bomlitz,DE,49.0,5161497720,
WFG Dorsten |,Verspohlweg 15 ,46286,Dorsten,DE,49.0,2369236760,
RSV Germania 03 e.V. Pfungstadt - Home,Odenwaldstr. 46 ,64372,Ober-Ramstadt,DE,49.0,615417790,
Anton Littel,Rosenstr. 8 ,85395,Wolfersdorf,DE,49.0,816818510,
Toni Schütz,Robert-Koch-Str. 24 ,84489,Burghausen,DE,49.0,867724710,
Beumker Immobilien,Konrad-Korte-Str. 13 ,33175,Bad Lippspringe,DE,49.0,525298997900,
Joachim Zinnemann,Volgersweg 5 ,30175,Hannover,DE,49.0,511545438740,
Helmuth G. Mekat,Cronstettenstr. 66 ,60322,Frankfurt am Main,DE,49.0,69959161410,
Friedrich-Wilhelm Peter,Am Möllerstift 19 ,33647,Bielefeld,DE,49.0,52145938380,
MediPer GmbH,Friesenplatz 17a ,50672,Köln,DE,49.0,22171617000,
NN,Werner-Hilpert-Str. 133 ,65197,Wiesbaden,DE,49.0,6114649050,
Kleingärtnerverein Wülfel e.V. |...,Oesterleystr15 ,30171,Hannover,DE,49.0,5118003020,
Longtai Verlag Giessen,Landwehrstr. 17a ,35452,Heuchelheim,DE,49.0,64197224620,
D. Brandt - Sanitär & Heizung -...,Oskarweg 32 ,44369,Dortmund,DE,49.0,2313919350,
Welcome to the Login,Am Kietz 3 ,16766,Kremmen,DE,49.0,330552009000,
Apfel Art und Design,Adolf-Dietz-Str. 14 ,72535,Heroldstatt,DE,49.0,73892700,
il Padrino,Hirschberger Straße 5 ,65558,Eppenrod,DE,49.0,648588180200,
Kinderladen Heuhüpfer e.V.,Kaiserstr. 4 ,69115,Heidelberg,DE,49.0,622145318490,
Helga Kaufmann,Steindeich 71 ,25377,Kollmar,DE,49.0,412894118860,
Kordas & Kobuschewski Elektrogroßhandel,Steinring 49 ,44789,Bochum,DE,49.0,2343330200,
Dr. Thomas Wittko,Westliche Karl-Friedrich-Str. 28 ,75172,Pforzheim,DE,49.0,72317800000,
Siegfried Dönges,Freiherr-vom-Stein-Str. 20 ,35216,Biedenkopf,DE,49.0,646152450,
NN,Hannoversche Str. 92 ,30627,Hannover,DE,49.0,5115610070,
Hotel Hoppe,Stockumer Str. 6 ,58453,Witten,DE,49.0,2302603070,
Matthias Herrmann,Angermunder Str. 157 ,47269,Duisburg,DE,49.0,2035707000,
Hesse,Stettiner Str. 19 ,65239,Hochheim am Main,DE,49.0,61468461710,
Restaurant die Pfeffermühle,Kanalstr. 31 ,63619,Bad Orb,DE,49.0,605245000,
NN,Königstr. 15B ,32584,Löhne,DE,49.0,573264070,
Boris Rosema,Baustr. 28 ,31785,Hameln,DE,49.0,515194298770,
Christoph Schmidt,For Druck GmbH ,54578,Walsdorf,DE,49.0,659385150,
Karl-Heinz Hahl,Bürstädter Str. 85 ,68623,Lampertheim,DE,49.0,620690932500,
Geschäftsführer Parkett & Bodenbeläge Jochen Volk Volks,Bergwiese 18 ,73098,Rechberghausen,DE,49.0,716180869060,
Veronika Krammes,Imsbacher Str. 6 ,66625,Nohfelden,DE,49.0,687571250,
Rückl-Schick Sanitätshaus Orthopoint GbR,Kreuzsteinstr. 30 ,95028,Hof,DE,49.0,928114413770,
Forelle Media,Schlesische Str. 29 ,10997,Berlin,DE,49.0,30610737200,
Helmut Keil,Bieberauer Str. 11 ,64397,Modautal,DE,49.0,61672920,
Bernd Feldmann,Negertalstr. 57c ,57462,Olpe,DE,49.0,2761642700,
Bella-Photos.de,Peterstr. 93 ,26382,Wilhelmshaven,DE,49.0,442130076760,
Otto Gutmann,Hornweg 9 ,79674,Todtnau,DE,49.0,76717730,
Erwin Ernst,Heiligenholz 16 ,88633,Heiligenberg,DE,49.0,755218900,
Susanne Fax Gerüstbau Winkler,Ferdinand-Porsche-Str. 20 ,72202,Nagold,DE,49.0,745293149200,
NN,Am Ellernberg 2 ,32602,Vlotho,DE,49.0,5733957810,
Jakob Decker,Hauptstr. 86 ,51143,Köln,DE,49.0,22038037030,
Brillux,Heidbecker Damm 9 ,21684,Stade,DE,49.0,41414102900,
Dirk Zacharias,Walsroder Str. 187a ,30853,Langenhagen,DE,49.0,5117212670,
Grundschule am Hasenberg,Goldammerweg 2 ,61267,Neu-Anspach,DE,49.0,60819446900,
NN,Seeshaupter Str. 48 ,82377,Penzberg,DE,49.0,885670350,
NN,Ledergasse 16a ,79725,Laufenburg (Baden),DE,49.0,7763201430,
Franz Komenda,Aiblinger Str. 18 ,83620,Feldkirchen-Westerham,DE,49.0,806389040,
Dieter Mommertz,Unterm Römberge 21 ,59821,Arnsberg,DE,49.0,17138741880,
Ulrike Jung,Katzenberger Weg 77 ,56727,Mayen,DE,49.0,265170379610,
Maud Fröchte,Grünstadter Str. 32a ,67677,Enkenbach-Alsenborn,DE,49.0,630335870,
HEILPRAXIS - Marita Küpper,Harfenmühle ,55756,Herrstein,DE,49.0,67859987860,
HUK-COBURG Versicherung Oliver Bogen in Ellerau,Dreiüm 2A ,25479,Ellerau,DE,49.0,41066123960,
NN,Mainzer Str. 6 ,63303,Dreieich,DE,49.0,6074841000,
Ernst Krug,Ehringshäuser Str. 4 ,35315,Homberg (Ohm),DE,49.0,663575160,
U. Nuber,Alpenstr. 20 ,89075,Ulm,DE,49.0,731670080,
?????????,Wellenstr. 2A ,33829,Borgholzhausen,DE,49.0,542565510,
NN,Crailsheimer Weg 4 ,89522,Heidenheim an der Brenz,DE,49.0,73219554550,
Stefan Rossel,Bruchwiesenstr. 54 ,66849,Landstuhl,DE,49.0,6371634850,
NN,Ludwig-Erhard-Str. 18 ,64653,Lorsch,DE,49.0,62516103070,
hotelkatalog24.de,Behrensstr. 12 ,44623,Herne,DE,49.0,2323531850,
Markus Schürhoff,Bodelschwinghstr. 32 ,57462,Olpe,DE,49.0,27618264470,
Roland Weihreter,Sibeliusstr. 12a ,90491,Nürnberg,DE,49.0,91154414810,
HalloCar GmbH & Co. KG,Karl-Schurz-Str. 10 ,33100,Paderborn,DE,49.0,52514090600,
Andreas Haag,Neckarstr. 12 ,69412,Eberbach,DE,49.0,6271777100,
NN,Neißeweg 12 ,31275,Lehrte,DE,49.0,517512400,
Eberhard Kemmner,Langwiesenstr. 33 ,70771,Leinfelden-Echterdingen,DE,49.0,71179705490,
Reinhard Peez,Zum Ellenborn 32 ,57399,Kirchhundem,DE,49.0,272336570,
Lehmkühler,Halbrunnenweg 44 ,97877,Wertheim,DE,49.0,9342239100,
Frank Böllert,Am Roskapellchen 1 ,52064,Aachen,DE,49.0,24191269930,
Power Plate Ladies Club,Alte Mainzer Str. 5 ,55129,Mainz,DE,49.0,613155352260,
Nerchauer Fahrzeugtechnik GmbH,Neichener Straße 91 ,4668,Grimma,DE,49.0,34382412010,
http://www.pinkerneil-marschner.de/,Nymphenburger Str. 147 ,80634,München,DE,49.0,89139991330,
ELEMENTS Frankenberg,Wilhelmstraße 15B ,35066,Frankenberg (Eder),DE,49.0,645123001140,
albring & albring - pharmaceutical...,Warnauer Pfad 3 ,13503,Berlin,DE,49.0,3043102950,
NN,Parade 4 ,23552,Lübeck,DE,49.0,45170987710,
NN,Lilienstr. 81 ,81669,München,DE,49.0,89693803300,
Taxi&Kurierdienst Danzinger in Bad...,Am Unteren Meere 19 ,31812,Bad Pyrmont,DE,49.0,528179446090,
Deutsche AT Antriebstechnologie Service Systems,Allerkai 4 ,28309,Bremen,DE,49.0,421485177000,
NN,Hauptstr. 49 ,55237,Flonheim,DE,49.0,673412810,
NN,Bismarckstr. 97 ,41061,Mönchengladbach,DE,49.0,21612092130,
Herbert Tews,Roeckstr. 16 ,23568,Lübeck,DE,49.0,4518641280,
Sabine Hild,Äderlingstr. 27 ,73642,Welzheim,DE,49.0,718236860,
Ing. Herbert Rungweber,Dorfstr. 49 ,39579,Tangerhütte,DE,49.0,393652410,
Liselotte Weutscheck,Kohlstr. 196 ,42109,Wuppertal,DE,49.0,2027020310,
Home,Inselkammerstr. 5 ,82008,Unterhaching,DE,49.0,89444522200,
Georg Reheuser,Kaiser-Heinrich-Str. 1 ,96138,Burgebrach,DE,49.0,954614880,
Alsancak,Erzbergstr. 33 ,64658,Fürth,DE,49.0,62539891180,
Nordwind Media Druck- und Verlagsgesellschaft mbH,Verdener Str. 8 ,29640,Schneverdingen,DE,49.0,519398699070,
Karl-Heinrich Neuschäfer,In der Else 2 ,34549,Edertal,DE,49.0,56239354560,
NN,Bessunger Str. 19 ,64285,Darmstadt,DE,49.0,6151457890,
NN,Friedrichstr. 76 ,10117,Berlin,DE,49.0,3028875800,
GCS Kanzlei Consulting,Heinrich-Hertz-Str. 28 ,40699,Erkrath,DE,49.0,21120099240,
Ferienwohnung Hedi,Am FRiedhof 4 ,76857,Ramberg,DE,49.0,634582000,
Sterntaler Schmuckatlier,Obere Karlstr. 30 ,91054,Erlangen,DE,49.0,913193373840,
Willkommen bei Ernst Gerlach in 63477...,Goethestr. 73 ,63477,Maintal,DE,49.0,61097625570,
Heiko Lüthje,Stockheimer Ring 14 ,64720,Michelstadt,DE,49.0,606124600,
Globus Restaurant,Am Wirthembösch (2.OG) ,66606,St. Wendel,DE,49.0,68518032900,
NN,Neerstr. 5 ,47665,Sonsbeck,DE,49.0,283839570,
Hubertushof,Kaiserstr. 1d ,66459,Kirkel,DE,49.0,68495410,
NN,Ernst-Giller-Str. 20 ,35039,Marburg,DE,49.0,64216140530,
Annette Baun,Hardtstr. 6 ,34582,Borken (Hessen),DE,49.0,568235560,
Hartmut Bernhardt,Oberdorf ,6556,Kalbsrieth,DE,49.0,34663223320,
NN,Zweiter Polderweg 12 ,26723,Emden,DE,49.0,21657580,
Restaurant Alverdes GmbH,Stromstraße 10 b ,10555,Berlin,DE,49.0,3039429780,
Paul Schneider,Mozartstr. 17 ,51597,Morsbach,DE,49.0,229490057840,
Frost-EDV,Kirchberg 38 ,51515,Kürten,DE,49.0,220790801990,
The Innersound - Start,Dohmengarten 2 ,52385,Nideggen,DE,49.0,242790901580,
Hoffmeister,Am Bühl 8 ,45481,Mülheim an der Ruhr,DE,49.0,2084827400,
Media Condor,Limbecker Platz 7 ,45127,Essen,DE,49.0,201632579200,
Landausstellung Oldenburg 1905,Am Stadtmuseum 4-8 ,26121,Oldenburg (Oldb.),DE,49.0,44123528810,
Josef Maaß,Werderstr. 53 ,66763,Dillingen (Saar),DE,49.0,68317078740,
HTZ Reesdorf,Dorfstr. 25 ,24241,Reesdorf,DE,49.0,4322690400,
Ewald Rudolph,Am Mühlrain 48 ,97776,Eussenheim,DE,49.0,9353992840,
NN,Offheimer Weg 46a ,65549,Limburg an der Lahn,DE,49.0,6431916700,
Inge Rodäbel,Hultroper Str. 48 ,59510,Lippetal,DE,49.0,292316880,
Thekla Evers,Hauptstr. 9 ,26899,Rhede (Ems),DE,49.0,643120,
Klaus Hackbarth,Glatzer Str. 34 ,31789,Hameln,DE,49.0,5151656580,
Gustav Fischer,Kniegasse 14-18 ,37213,Witzenhausen,DE,49.0,55429360500,
Hotel Restaurant Landhaus Kogge,Rauscheidstr. 2 ,56470,Bad Marienberg (Westerwald),DE,49.0,266151320,
Home,Kuhlbornstrasse 19 ,33184,Altenbeken,DE,49.0,52559304520,
OFM Communications,Kulmbacher Str. 72 ,96224,Burgkunstadt,DE,49.0,9572756600,
Horst Bauer,Ulmenstr. 70 ,46049,Oberhausen,DE,49.0,2082085690,
Michael Rolf Eggert,Klingenberg 2 ,17121,Sassen-Trantow,DE,49.0,399983199440,
Markus Theysohn,Maudacher Str. 162 ,67065,Ludwigshafen am Rhein,DE,49.0,6215214860,
Dr. med. Adelheid Zsok,Pleikartsförster Str. 64 ,69124,Heidelberg,DE,49.0,62217189890,
Martin Nußstein,Untere Dorfstr. 6a ,85414,Kirchdorf an der Amper,DE,49.0,816612090,
Esprit Gummersbach,Steinmüllerallee 5 ,51643,Gummersbach,DE,49.0,226156056490,
Holger Siegert Telekommunikation Beratung...,An der Beverbäke 8 ,26123,Oldenburg (Oldb.),DE,49.0,44130463460,
Tankred Fiedler,Maierhofstr. 2 ,81241,München,DE,49.0,8982036380,
NN,Kemauthen 9 ,94542,Haarbach,DE,49.0,85353640,
Kamin Kachelöfen,Koppelweg 12 ,48249,Dülmen,DE,49.0,259489324770,
Grundschule,Schulstr. 16 ,86495,Eurasburg,DE,49.0,820814260,
Heidi Poxleitner,Gartenstr. 24 ,94481,Grafenau,DE,49.0,855233570,
MPU-Beratung Braunschweig Dr. Helmut Blöhbaum,Pfleidererstr. 57 ,38116,Braunschweig,DE,49.0,5315137110,
Gerhard Straub,Geislinger Str. 28 ,73337,Bad Überkingen,DE,49.0,7331669810,
Intro,Sudetenstr. 7 ,95691,Hohenberg an der Eger,DE,49.0,923377594020,
GTS-Travelnet - Uschi Weber,Im Vogelgesang 1 ,67292,Kirchheimbolanden,DE,49.0,63527197650,
STRATO - Domain reserved,Obere Alm 27 ,77704,Oberkirch,DE,49.0,78029819460,
Cornelia Frank,Andersenstr. 9 ,45883,Gelsenkirchen,DE,49.0,20931932230,
Eberhard Karthaus,Im Grund 19 ,59519,Möhnesee,DE,49.0,292473190,
Jürgen Kern,Karl-Weber-Str. 23 ,73037,Göppingen,DE,49.0,71618112180,
R+V Versicherung,Bahnhofstraße 11 ,24217,Schönberg,DE,49.0,434430300,
Günter Klann,Stargarder Str. 11 ,57072,Siegen,DE,49.0,27131377550,
Reim Modellbau,Dr.-Bachl-Str. 3 ,84347,Pfarrkirchen,DE,49.0,856198652990,
Auf Wiedersehen Website,Lakefeldstr. 5 ,30926,Seelze,DE,49.0,5114040010,
Atelier-Carmen,Kuhwasen 3 ,72355,Schömberg,DE,49.0,74279227110,
Schuhhaus Freitag,Neue Str. 12 ,74523,Schwäbisch Hall,DE,49.0,79162440,
DEKA-Fahrschulakademie,Am Mantel 8 ,76646,Bruchsal,DE,49.0,725136643840,
Hörlkofener SV Kronbergstube,Kronbergstr. 9 ,85457,Wörth,DE,49.0,812253190,
Handwerkskammer Dortmund,Reinoldistr. 7-9 ,44135,Dortmund,DE,49.0,23154934440,
NN,Kuehnstr. 13 ,22045,Hamburg,DE,49.0,406679390,
Seven solutions,Frankenstr. 10 ,20097,Hamburg,DE,49.0,4023881800,
NN,Bakernhof 1 ,34477,Twistetal,DE,49.0,56959913700,
alivello,Thaddenstr. 14a ,69469,Weinheim,DE,49.0,620171097500,
Gustav Behrens,Zum Badetal 8 ,27404,Zeven,DE,49.0,428169840,
Frank Kämpfer,Heinrich-Giesen-Str. 7 ,41849,Wassenberg,DE,49.0,243239840,
forsterdesign willkommen,Am Weiherbrunn 4 ,87730,Bad Grönenbach,DE,49.0,833475670,
Kristine Biehl,Schrödersweg 37 ,22453,Hamburg,DE,49.0,40419186350,
KOBRA Die Makler,Röther Gasse 12 ,63571,Gelnhausen,DE,49.0,605191535550,
Gasthof und Pension Goldner Engel in...,Hauptstr. 43 ,91238,Engelthal,DE,49.0,91582580,
Thomas Hentschel,Sächsische Str. 39 ,10713,Berlin,DE,49.0,30863971400,
Staufers aktiv markt,Ostring 2 ,73269,Hochdorf,DE,49.0,7153594330,
Anwaltskanzlei Düllmann,Hagener Straße 75 ,58642,Iserlohn,DE,49.0,237492199620,
Loppersum Canhusen Sporré,Kirchstr. 1 ,26759,Hinte,DE,49.0,253150,
AGRAVIS Kornhaus Ostwestfalen GmbH,Ladestraße 1 ,34327,Körle,DE,49.0,17334568070,
Rudolf Wirth,Münchner Str. 9 ,85452,Moosinning,DE,49.0,81239918600,
Hans Pichlau,Dinkelbergstr. 17 ,76684,Östringen,DE,49.0,7253243870,
Haus Service Hernández,Idastraße 7 ,90441,Nürnberg,DE,49.0,176556484520,
Bernhard Heerdegen,Bröckerweg 66 ,49082,Osnabrück,DE,49.0,541514140,
NN,Hauptstr. 58 ,55743,Kirschweiler,DE,49.0,6781333350,
Albert Götz,Grünestr. 12 ,79336,Herbolzheim,DE,49.0,764348190,
Erich Entenmann,Schlehenweg 11 ,71686,Remseck am Neckar,DE,49.0,71468602580,
Heinrich Reinartz,Sulzberg 2 ,87637,Seeg,DE,49.0,83644490,
gelee royale medien,An der Alster 1 ,20099,Hamburg,DE,49.0,40807979900,
Start und Aktuelles,Ludwig-Marx-Str. 39 ,55130,Mainz,DE,49.0,6131865750,
Darius Schlenga,Zum Freisenhagen 3 ,58730,Fröndenberg Ruhr,DE,49.0,2373777320,
PCI Pöllmann Consulting International,Am Spittlberg 24 ,92237,Sulzbach-Rosenberg,DE,49.0,966187718500,
Einrad & Zubehör kaufen I AJATA...,Königsberger Str. 26 ,45881,Gelsenkirchen,DE,49.0,20915599770,
Andrea Gollwitzer,Schiffstr. 2 ,78464,Konstanz,DE,49.0,753180899440,
Domain Check & Webhosting für alle...,Nachtweide 1 ,66539,Neunkirchen,DE,49.0,68219323950,
TuS Grabstede,Horster Straße 80 ,26340,Zetel,DE,49.0,44539381240,
Verein TIO e.V.,Andreas-Gayk-Str. 8 ,24103,Kiel,DE,49.0,4316717780,
R+V Versicherung,Süderquerweg 105 ,21037,Hamburg,DE,49.0,407933900,
Flos-Oase.de Gross & Einzelhandel,Schrobenhausener Str. 4 ,86551,Aichach,DE,49.0,8251817130,
Günter Schöning,Am Wiesenweg 26 ,23769,Fehmarn,DE,49.0,437133720,
NN,Sandbergstr. 9 ,64732,Bad König,DE,49.0,60639122410,
Armin Riek,Henzenbuch 36 ,89150,Laichingen,DE,49.0,73339224960,
Willkommen,Fluhstr. 2 ,87534,Oberstaufen,DE,49.0,838682630,
Samariter Stiftung Nürtingen,Jahnstraße 10-12 ,73431,Aalen,DE,49.0,73615641820,
NN,Lahnstr. 34 ,35216,Biedenkopf,DE,49.0,646193300,
NN,Oettingenstr. 67 ,80538,München,DE,49.0,89218093310,
HENNING Metall in Form & Farbe,Diademstr. 20 ,49152,Bad Essen,DE,49.0,54729548810,
Andreas Schorr,Hohenrothweg 7 ,96185,Schönbrunn im Steigerwald,DE,49.0,954664990,
NN,Setzerweg 18 ,82490,Farchant,DE,49.0,8821617720,
Christel Häusler,Gartower Str. 65 ,29451,Dannenberg (Elbe),DE,49.0,586178430,
Peter Brueggemann,Hollmannstr. 80 ,24148,Kiel,DE,49.0,43164360870,
Elisabeth Dierich,Mozartstr. 5 ,55450,Langenlonsheim,DE,49.0,670413750,
Oliver Leis,Schulstr. 2 ,66851,Linden,DE,49.0,176967062620,
Hier entsteht eine neue Homepage,Amdorfer Str. 95 ,26789,Leer (Ostfriesland),DE,49.0,1738170,
NN,Schafäckerstr. 2 ,74189,Weinsberg,DE,49.0,7134216180,
Marina Fröhlich,Lohmarer Str. 57 ,53840,Troisdorf,DE,49.0,224125634960,
Helmut Groß,Schmiedestr. 12 ,26548,Norderney,DE,49.0,3214880,
Eckart Flügel,Strandpromenade 49 ,23946,Ostseebad Boltenhagen,DE,49.0,38825228610,
Pet-Fit Tiernahrung Teampartner,Hansastr. 5 ,21502,Geesthacht,DE,49.0,4152798080,
ERGO Pro Sil Schellknecht-Sobanski,Hauptstraße 21 ,99869,Eschenbergen,DE,49.0,17141070200,
NN,Massener Str. 16 ,59423,Unna,DE,49.0,2303142980,
NN,Hafenstraße 5 ,66111,Saarbrücken,DE,49.0,68130162500,
Theodor Haury,Dorfstr. 45 ,77694,Kehl,DE,49.0,785472450,
Frido,Ober der Reinwies 11 ,35630,Ehringshausen,DE,49.0,644971740400,
STRATO - Domain reserved,Am Mittelweg 14 ,67482,Venningen,DE,49.0,632324650,
Hans Schwinn,Kinziger Str. 11 ,64739,Höchst im Odenwald,DE,49.0,616365440,
La Bella Mode,Otto-Hahn-Str. 1 ,63303,Dreieich,DE,49.0,610398843310,
SitEmotion GmbH,Raiffeisenstraße 38 ,70794,Filderstadt,DE,49.0,711121507670,
Atelier Photografie24,Südpromenade 15 ,42812,Erkelenz,DE,49.0,243177914330,
Alois Ziewers,Bölzstr. 53 ,54597,Lünebach,DE,49.0,65565290,
NN,Hundsberger Str. 16 ,73642,Welzheim,DE,49.0,718265840,
AVP Sportwagen GmbH Altötting,Schneibsteinstraße 1 ,84503,Altötting,DE,49.0,8671500800,
Willkommen bei Steputat.de,Friedrichstr. 4 ,10969,Berlin,DE,49.0,30252946660,
NN,Schultheißenweg 40 ,60489,Frankfurt am Main,DE,49.0,697800990,
Aktuelle Nachrichten für die...,Groß-Gerauer Str. 25 ,64560,Riedstadt,DE,49.0,6158710410,
R+V Versicherung,Grindelallee 137 ,20146,Hamburg,DE,49.0,40309188090,
P. Rixner,Klosterrichterweg 6 ,83684,Tegernsee,DE,49.0,8022930390,
Life! Apotheke Bert Assi e.K.,Mittelweg 130-136 ,20148,Hamburg,DE,49.0,40411255800,
Home,Dorfstr. 33A ,99438,Vollersroda,DE,49.0,36438492890,
Johann Asendorf Elektronanlagen,Hastedter Osterdeich 241 ,28207,Bremen,DE,49.0,4214152390,
Friedrich Lohmann,Wolfsgasse 8 ,97877,Wertheim,DE,49.0,9342238420,
Bühne/ Karneval,Gartenstraße  33,41065,Mönchengladbach,DE,49.0,21669202500,
Herter Tanks,Groß-Berliner-Damm 64 ,10318,Berlin,DE,49.0,3050999820,
Robert Jeck,Kalterer Str. 29 ,64646,Heppenheim (Bergstraße),DE,49.0,62527952340,
Georg Huber,Bahnhofstr. 12 ,77704,Oberkirch,DE,49.0,780270452750,
Liane Rohr,Johannisstr. 6 ,7545,Gera,DE,49.0,365281120,
HDI Generalvertretung: Johannes Sondermann,Frankenhagen 4 ,57462,Olpe,DE,49.0,27619435770,
Hansen und Heeschen,Eisenbahnstr. 5 ,21680,Stade,DE,49.0,414135020,
NN,Ottostrasse 3 ,63150,Heusenstamm,DE,49.0,6104676560,
Joachim Lottner,Goethestr. 3 ,91799,Langenaltheim,DE,49.0,914562800,
Grundschule Norddeich,Nordmeerstr. 24 ,26506,Norden,DE,49.0,319840800,
Rudi Bonna,Preiler Ring 13 ,25774,Lehe,DE,49.0,48826051230,
NN,Siebenbürgenstr. 11 ,65385,Rüdesheim am Rhein,DE,49.0,672238670,
NÜRNBERGER Versicherung - Manfred Heckert,Eichenallee 21 ,16341,Panketal,DE,49.0,3047101190,
Wolfgang Matt,Templiner Str. 18 ,17268,Temmen-Ringenwalde,DE,49.0,398812380,
Wagners-Futterquelle,Teichstr. 12a ,39291,Gommern,DE,49.0,392249747960,
DISA Gebäudereinigung,Austraße 109 ,74076,Heilbronn,DE,49.0,713159480960,
WEISSER RING e.V.,Georgswall 3 ,30159,Hannover,DE,49.0,151551647060,
Dietmar Brachat,Salinenstr. 143 ,55543,Bad Kreuznach,DE,49.0,671928994480,
Autovermietung Hofmann GmbH,Hauptstr. 58 ,98617,Ellingshausen,DE,49.0,3694929100,
Kuehlwerk Elektronik,Südstr. 1a ,31848,Bad Münder am Deister,DE,49.0,5042504200,
August Berdel,Janusstr. 17 ,76764,Rheinzabern,DE,49.0,727261390,
Elsbeth Barth,Göttweiger Str. 10 ,74722,Buchen (Odenwald),DE,49.0,628148800,
"Betonelemente, Elementwände, Elementdecken...",Hoher Weg 7 ,39576,Stendal,DE,49.0,3931692900,
NN,Blütenstr. 33 ,86558,Hohenwart,DE,49.0,844318330,
